category,id,mass,scale
Dog,feb146982d0c64dfcbf4f3f04bbad8,0.0019264308,0.0055745521
Painting,1e2fb4e22be5682f35836c728d324152,0.196595278,0.0056842898
Chair,f152788241e53ae4fbf9a6e26a07afcd,0.0386765275,0.0084013186
Bench,abf250a01f526137a035c800c58595d9,0.0008637275,0.0009972098
Plant,97b39c47b707845d5eef6c5d029c7274,0.010477401,0.0021329896
Cabinet,6c5ed7f73f2dfeb998a4820926b2a786,0.279106578,0.0020019259
EndTable,c55dc24c7d7e0d1ec3e8c31db303ef20,0.3657016039,0.0119104414
AccentTable,f87ef5a5c13e7b29d810b14a81e12eca,0.0146029524,0.0073041315
Desk,5dd9ef055fe3582687ccf9baec60b534,0.2948530628,0.0047039749
Gamecube,c6b291c802020785b785a4ac4a0dbd73,2.5511564246,0.0018379802
Desktop,4694509af1ab3d3d5f16c469ffeb982e,0.8052188054,0.0005057955
SodaCan,ec0b0762f86fec75ea5c8893f2a203a5,0.7619323343,0.0832108241
Candle,58fd6cae7bc08346eae7493764ff9038,0.0361336422,0.0039518916
Couch,ae1fd69e00c00a0253116daf5a10d9c,0.0699257213,0.003006042
Bowl,dd381b3459767f7b18f18cdcd25d1bbb,0.0364185785,0.0132290029
Room,room03,0.0521131026,0.0004122522
OfficeSideChair,14c40e5ccc4fe01d492d9da2668ec34c,0.0135041607,0.0003269428
MediaPlayer,7d882856d472ad7dff59f04994ef1f0c,0.2561912794,0.0081474861
CellPhone,342ef21b1ed9615685feaf23dbe1f454,0.058902601,0.0004819373
Bowl,8eab5598b81afd7bab5b523beb03efcd,0.0611468255,0.0165940472
Microwave,da44863f40e720ea8a94168388287ad5,0.9989164267,0.0134217873
Pencil,8367ffab27bf74475fc48afee309ebd5,0.0104723095,0.002124225
Chair,63b84cdf260ab81b14b86d5282eb8301,0.2595852527,0.0095810908
Backpack,3ee7c293fbb017d28c01c03e8a2aa33c,0.0233488581,0.0048949748
ChestOfDrawers,d5dfa7ba7d587fa7cc77a85ce16f6c28,0.1679384581,0.0089643564
TrashBin,ca9c8771ab1ec28920de219c00d1c3b,0.0091918334,0.0062103437
7Shelves,8d6a9c610ee36042153f43b48d21615e,0.0277662417,0.0010103317
Plant,acf3356682c0e829d42f51754174f5d1,0.0062482402,0.0003159046
Table,ae94d28224b0d7ed5999f9ba82d15928,0.0336704681,0.0009726993
Battery,62733b55e76a3b718c9d9ab13336021b,0.008844985,0.0509487989
WineGlass,560807ead8bcbebf94bbacc83c160625,0.0146770309,0.0011986166
TableClock,76d112bb42e575176acd627b0dcb5a1b,0.252009507,0.0013988154
TV,1899a2cc8f89bf1b11c92d5838e29521,0.0651081475,0.0003881594
Desk,72156180d6df41fd9523f69ac462adf0,0.0876030162,0.0061132243
DiscCase,3b17040c0ed9d9fc8b763cbe52396380,0.197705199,0.0008889821
Pillow,361e0796bd364244741e88434245c899,0.1186792482,0.0016199642
Radio,cd2d11cd92ee82589ebe905ef4009f84,2.5371106812,0.0166486856
Book,ca686d7726623dc7fa2e328741dade59,0.2896245504,0.0523703594
Fish,efd0a30284addbd75429a46527d69a9a,0.0039327045,0.002766922
Books,34cf47d38fde374acb89de6115d9b042,0.6141276262,0.0171347294
FloorLamp,c45a6447cc8b8c17716c439e724594ce,0.0040487331,0.0027331662
Laptop,3e64b275e8ca0fd6c15df58910515c8b,0.0045198725,0.0069282424
Cake,4b2c94c0356cad9113d6ba6128d0b598,0.0209276897,0.0002378447
Knife,ba31cc5e739da65b8295dee32711a98b,0.0029907625,0.0109649113
USBStick,625e5d4a97a46afb19406a58279c37db,0.476162293,0.088448007
Plant,867e84c11ca4a193c9a7dd079fc652c8,0.0058207627,0.0009507671
Bowl,50ad83141272138a606b9bf35534b61b,0.0149820753,0.000143876
Curtain,91e11c1ecc5e237d627fec6651ed13bb,0.0127454889,0.0028403702
WallUnit,a642e3f84392ebacc9dd845c88786daa,0.0071262788,0.0010100103
SodaCan,48f5cb900b8e2ac05f4590edc84417c9,0.0116993915,0.0213379725
TableLamp,17c318cf53f978d22feb9fdea8e07927,0.0219788614,0.0016288798
CerealBox,6427d2444772e7e057dd31f6f059fc37,0.1992399815,0.0003914831
CellPhone,ae86fa976ddb0f923bb35aa9d5fb636b,0.0150783722,0.0083515107
Pizza,29fe6bf8e9c364a545004a22a9d35958,0.0207212713,0.0020337027
MousePad,15abbd934724fb0cdb1364f1359cc3fb,0.0531347247,0.023224775
Couch,f2458aaf4ab3e0585d7543afa4b9b4e8,0.2583082032,0.0025844138
TV,b7019849063234b6bad8372756ee3232,0.0579667252,0.0092829995
Fish,82d688dc2943b9fffc69f56958b7ca9d,0.0244822528,0.0087531366
CeilingLamp,7b5e64fa6d2b5a7ef9883d2fd957d60f,0.0012813008,0.0021188694
StandingClock,16296c688e1c7fb9aa1091dc2d565d62,0.0858380571,0.0025331013
Pencil,5351e7432492a2d9c5a0ee4d02b25563,0.0156871438,0.00052518
Mug,547b3284875a6ce535deb3b0c692a2a,0.0234947937,0.0299109463
Printer,41c5dd936949a6a083da7f4ae241cd9,0.7994407159,0.0118460136
ChestOfDrawers,86905b35aca5a3f11f8d8332ee17945a,0.0722604426,0.0040425817
USBStick,ab82d56cf9cc2476d154e1b098031d39,0.0514211365,0.0015714619
WallArt,39b718dfafa70a3251990397636975f,0.2022786335,0.0108045502
Pan,436e1ae9112384fbf4cc5d95933e54b,0.0391620068,0.0119859288
Painting,b46a47f5724ac3e698d5fc0473d00a1c,0.0366815584,0.0039905024
Vase,b615e58e79bd2aa1561dce3fe08634b7,0.1972874149,0.0036097756
Bench,575595ab81e657315b3aba3f0877c74f,0.0218710042,0.0029317279
Candle,91048e8530f750d4409421506a05b6e1,0.0363171386,0.015058219
EndTable,2c118800181f296a855931d119219022,0.0780329676,0.0075330202
Stool,2df18c8b44a859da6c09970ea0def16f,0.1457819191,0.0094991305
Bucket,302dce155e54539bf54e1b6f41fdd78a,0.0201077682,0.0168555435
Pen,e0b97bb35c2bd2ee67f419f49cbdddec,0.0166688959,0.0172437739
Chair,dc39e53daa356c90b2644d7d4d7ea2c7,0.0123911528,0.0044379418
Fruit,5647fb465e36a65f7698a203d9aba6a,0.9190475598,0.0029114231
Sideboard,bc8f372804e17aef851a116903680096,0.0209153708,0.0028955881
Couch,f653f39d443ac6af15c0ed29be4328d5,0.1492189678,0.0021374242
Mirror,be043d6628d885891fc56912e22744f,0.1269852461,0.0032058957
ChestOfDrawers,b583b19c47d7db36b9d7c2fc41e80228,1.2778392409,0.0068285631
EndTable,466ed029d1acae054199ce3660e593e,0.0249134467,0.004068409
Speaker,b648f6cd54d07a1023e70120ea31089,0.0599237169,0.0021024854
EndTable,bee3ff1926f3068cf09df371fae9d63d,0.047694752,0.0046765651
Knife,f60437e78578a6a33d1f5c33e71065d3,0.0048333072,0.0001447196
Mug,c51b79493419eccdc1584fff35347dc6,0.02363926,0.0214243389
Desk,7f6ddb13d3b8c07c1c19e7863a1c200b,0.029271071,0.0021729543
6Shelves,8589e65944de365351c41225db8e334,0.0167590276,0.0015330158
PosterBed,ef3d44f20e91a0b335836c728d324152,0.9959173662,0.0035161057
TV,6713fd67e66aa1c4c3bef1f91a7d19a5,0.0918674499,0.0066122774
Dresser,e0b884b0d415d9a9ac697a09c04ec861,0.0473058625,0.0022523478
Painting,9bd5005f1a1e9878a2a337080b14ffaf,0.0987629696,0.0068068991
CanopyBed,93aafd00a287180c6885b1292cf91c82,0.0204763817,0.0012132205
FloorLamp,539f43ddbf64660acf004563556ddb36,0.0060804923,0.0037375444
Chair,dd0745f3ff6a09243d5bcb889b44d03e,0.0119461281,0.0057478746
ComputerMouse,8b91348fd811322e583f4c0d2625bf24,0.0042121335,1.28073e-05
Rug,ebe03a4f682975d5d8d7931a1991df3d,0.0132711858,0.0070993102
Headphones,aa87f1cb1632a08f2764cfba57a5de73,0.17685101,0.0009286348
QueenBed,cd730483c11a72a98c159f8d5e761b17,0.0849576942,0.0018798743
Guitar,34998e02bc9fb299cd894bc4c1e88c7c,0.0161523555,0.0066025834
Toilet,bebd2ba9dbe3e3fd2bfe1c7baa95295,0.0411446691,0.0035557612
Telephone,180f5e2a874bceb1e4ba5fe92f32019a,0.0367573149,0.0041674409
Nightstand,608eced0e1e598a05f8258dc9a924d03,0.2242809935,0.0070304215
TrashBin,b74e2ac0928725ba6f1c1d4ef8eeb77b,0.4319930655,0.0177614049
Vase,eedd27191cafb6752d8564c06b061019,0.1754070495,0.005387149
Car,b7645cf6a5951d83ea20189afcde525,0.0147214171,0.0004534922
Piano,6a96d703d058790fa6491c91cd8d7770,0.0071849818,0.001356554
Cabinet,3bb80aa0267a12bed00bff798ed59ff5,0.2488123972,0.0013828848
Mug,85d5e7be548357baee0fa456543b8166,0.0560557254,0.016559999
QueenBed,fa77edbfda6e89648068d82101b2bfd3,0.2608719414,0.0026222191
TV,a86276f1ae1420a81bf4610aac3e4ee6,0.0909103193,0.0057110928
Sideboard,d1f0d2a5a1591895fa6f1b3c1055ad90,0.5322869981,0.0035608519
CoffeeTable,f270ca7d48d8bd4b52cf5dc0980d5b8c,0.0693120523,0.002051152
Speaker,c52531bfe9fcb17a87586c1eb104adc8,0.4689788522,0.0103668706
1Shelves,1e3df0ab57e8ca8587f357007f9e75d1,0.0514683252,0.0110992259
CoatRack,fa0c9fb851ceb8569ed73239a1887541,0.0219454388,0.0043189564
Bench,b859f6e61529db7b195c5c738f050b29,0.0039476285,0.0024102996
Mirror,257fbf52b92e7679cc4cd6c58bd35c0c,0.0874534874,0.0041414926
Couch,21c61d015c6a9591e3f7a74e12a274ef,0.2609678456,0.0020528008
Microwave,6fd43425c540e5da9b1375f6b333ec37,0.063135766,0.0047769634
Painting,6b061bc32ba9ec00c69bc83e7b3e99b4,0.0477301659,0.0133525582
DiningTable,2a94366f2020aabd9bf6576bfdf7d207,0.0533826711,0.0027889781
Airplane,68ff153952368948b4eba5f9f157d8c8,0.0017454693,6.68607e-05
Couch,baa8760ca5fbbc4840b559ef47048b86,0.0709245128,0.0023573944
Couch,8efa91e2f3e2eaf7bdc82a7932cd806,0.2848216867,0.0028579375
CellPhone,63d7e19327f1bca6fbd525df60e2bb14,0.4140871295,0.0035122113
TvStand,3d6b55fe2deb2aa3a1c746794f191dc8,0.0775766651,0.0035070185
Monitor,6a85470c071da91a73c24ae76518fe62,0.3671274291,0.0163601102
Couch,1dc08faeb376c6e0296baeb5500afa1a,0.1314170869,0.0015836831
Chair,18783fbef9ef95f2ae14646a8c8ddd34,0.0113218974,0.0059911722
Laptop,2cc89ec35553b220c7a54cd40ad298ef,0.1073109371,0.0002618068
Chair,f1b1c92f91d0e52bc68ff00665267e32,0.0028385581,0.0017957749
Desk,43e3da7acd808efe95235f96cfddf39f,0.0696038843,0.0051451598
DrinkBottle,7d41c6018862dc419d231837a704886d,0.0885291751,0.0004382991
Cake,2e5a331b7d16f263d9e1e44903fea4a9,0.1254767258,0.0002620243
PictureFrame,80ef54ba4b876160398968fd209b2972,0.0133158795,0.0168035457
CellPhone,6fd3968f737bcf7e64ac3b2f693d10e5,0.0088229247,0.0001386782
TissueBox,13a913b33fb29f7741f9f28bc4fa9522,0.0789996058,0.016745348
Couch,b714755fb21264c73f89a402a2f2d0aa,0.0194806574,0.0185415046
Toilet,f3de49cb961a7fb7e1a98f192c51856f,0.0169890754,0.0025572411
Stapler,f39912a4f0516fb897371d1e7cc637f3,0.0069442451,0.0022093199
Stool,12ef6a01a40d91abc7fcc0c14750d6f1,0.0197322135,0.0054093847
Bench,7c34ca0b886a930aad5067eac75a07f7,0.0432668072,0.0044130448
Chaise,f094521e8579917eea65c47b660136e7,0.0683582761,0.0021397891
Gun,b3aff6ae294ca192a39f4142bd0ee703,0.0043194717,0.0006358795
ToiletPaper,fa87861f8333297552abbce631b92308,0.0537873254,0.0010461339
SideChair,a7f9a3d63b1745a3526847327d19fefa,0.002668158,0.0031766584
Keyboard,73bd6a9042414e067dfc744bf7fc7331,0.0083894976,0.0001000777
Desk,569e2fce2f1ab3be617e9d9aa36a8137,0.55238134,0.0064736392
Curtain,3b0bb1751b27c19f1bbfc8982039440d,0.0004312619,0.000827093
Poster,c4cb6693ee1f34d03f7f3ed2c3c690fe,0.0558256846,0.0116455516
PosterBed,fcec8e5a77716623f1783a44a88d6274,0.6547492214,0.0033942793
Rug,d3207f13fa86cdaa654af11d542df563,0.0007361707,0.0009119285
Wii,db6f10562aa28e9e8e62780ddf14e62c,0.036216289,0.0016561552
Speaker,7877e76ac622330f5688b5e43041beb4,0.195068044,0.0007569298
EndTable,a16a6d438d57667bd3299846d5c00f08,0.0591487307,0.0036620375
Cake,338612e487c730cb1536fca1645a00b2,0.3768058002,0.0057035688
Mirror,506137c7512fe09271d95e285252f806,0.0886243029,0.0047116362
NintendoDS,fe5011b98f1b483c892931701806670a,0.0426967631,0.0113683688
PaperBox,f0b9b5c45838153932a526e2e9a7e9ae,0.1858704869,0.0165264915
Plant,fc54e09d2e4ab0179018dc7bde518d9,0.0006645972,0.0046329032
Xbox360,b3f2ab41ab5458364df9841039a93756,0.7089626651,0.0003278279
Camera,d2f14bacb2f02edcc4deaa84594d4473,0.1776497327,0.0198955693
USBStick,612b2d68208011b35bda1d8d3c2c6b0a,0.0181517716,0.0022388729
Chair,964cbb03c461fb3df03054188fca57a1,0.1450270285,0.0096074026
Couch,3006b66ed9a9fd55a4ccffb47ce1f60d,0.4335720775,0.0230261746
FileCabinet,1880ed173d662f92c78621ab7e0ef193,0.0392590887,0.0018227799
DeskLamp,5ce52c3b5b69576732208e596b26ebc,0.0622477364,0.0157052053
OfficeChair,c93c514b07cc289df91663a74ccd2338,0.2027021044,0.0076363781
Mug,5d72df6bc7e93e6dd0cd466c08863ebd,0.0078911402,0.0047699147
WallArt,d59a3ec110a0018f3920db9afc1acfe,0.0744209897,0.0025295546
Bowl,8e840ba109f252534c6955b188e290e0,0.0835198488,0.0273117582
OfficeSideChair,7e81b5f79e6899cea570c6c691c987a8,0.0171593822,0.0062683636
Knife,3b1f7f066991f2d45969e7cd6a0b6a55,0.0015023386,0.000352499
Guitar,1d190c1bb38b29cb7a2fbdd8f7e098f4,0.0094494009,0.0019162977
DeskLamp,a0a87d63af355b45615810b8eabca5b3,0.0029750594,0.0009186217
ChestOfDrawers,ab005a25e8c0959a1271cc8d96095adf,0.0362643189,0.0018360439
Pencil,d294fd4bca461b1d1f03fbe6090ffd40,0.0100110329,0.0028264822
Vase,4cd37983220c5949946c2e1ea428382a,0.7132778628,0.0128149336
Purse,4637246935990f90e858db1dc3499392,0.2317293051,0.0014655887
Table,b69087245c6ce1c57fc1f91f1396c600,0.0112810492,0.002551795
Shirt,3b7066b4a2b38aee1db27f34464f13ba,0.0792564583,0.0030386046
Laptop,f9520f5202bc292e6c1569b7b1c9146a,0.0323432057,0.0007639307
OfficeChair,9efea49e9044df8f91663a74ccd2338,0.1304246263,0.0082278379
Plant,b478a93957badec3d77055f14f845370,0.0186665355,0.0002265739
EndTable,625d465a8d9342867ff6ace05b36a5,0.2920487654,0.0135321083
Room,room00,0.0788998854,0.0008006684
ChestOfDrawers,a5e061fc25bff768623d10a210f40a3f,2.4346007571,0.0136583114
RoundTable,636fb360173b08e788dcbe86402c7c15,0.0774356555,0.0153132228
Desktop,76846ff860fe13e6b1224520ef42be18,0.0587804346,0.0010651154
Mirror,d8051303d474fff937ac8d648045f9c5,0.0018498325,0.0027016527
Lamp,75c56eac6eee2a82c04ea93c895f88f6,0.1033324547,0.0141124327
Barstool,f3ea5b0e6035e56d467c1480246c0abd,0.0108181384,0.0013999427
Chair,e175bc785390e8f6c05575120a46cd3b,0.519245219,0.0058624958
Table,570b4ae41aba0b33727501c203809d55,0.0510927217,0.0047796278
TvStand,ecf3f077d30540fe5d5ac0a8c21f0bd4,0.0264446391,0.0036296342
Recliner,a3f01c0e86d893f34d8f84f7fd7084b7,1.5256180104,0.0062994191
Chaise,4ab7032faa9e947045c6cb69e0968783,0.436600481,0.0058099496
Cabinet,cedf1d984163b45073a9f6e515352191,0.4449809734,0.0029358924
Lamp,2110a8c94d86e6acfda902544c9db9cd,0.0118853665,0.0028404072
Oven,ef038ea23a0711bc3a10425a332ca4d8,2.2504173276,0.0060271
TrashBin,e9ae2826a56f6cc8e3bc44bb1006d615,0.304672826,0.0074588567
Picture,3cf4c4f4c2bc54be11fc2b865c2a185b,0.0125977752,0.0065036699
SideChair,d4f194efb445914e4b3d6a0fb5682cc4,0.0151794943,0.0005625429
Mug,10f6e09036350e92b3f21f1137c3c347,0.0158022113,0.0002856372
Piano,2438bd71546c804b908ba8c20ec611cc,0.0122854233,0.0011621911
TV,9309f88977b29897ae9d7a2f1f7d4c6,0.0480285324,0.0015697896
Armoire,2bd44a98e4383e4a68661782af60b711,0.4062938434,0.0028453012
Courtyard,room21,0.0388490819,8.14665e-05
Books,68bbf69cd8c771d27bf41c709bc6a298,0.1105285124,0.0066544533
Car,d4586d32eec8134cba6d6cddf62a644b,0.081266513,0.0008152017
Dresser,917de5653765673f8c2611a5a36e83b4,0.1306271733,0.0045438357
Stapler,94f8710a6b0eb800bb684e59cc21109c,0.0365427552,0.0002897408
CellPhone,dbc10ea4f133b92218e4480467ac75d4,0.0572586576,0.0009164064
Sink,a2335fd4f7908369e8f13eeff0ac9066,0.8817129818,0.0067193373
Barstool,f50603a59b5c2ac7650419cd627ce18b,0.0905042397,0.0067935163
PSP,b9cc669597085c028766390809048ebc,0.2186713025,0.0432638657
Sandwich,38b478c245263fce62fb315ae592aae1,0.0229213504,0.0001559251
Room,room07,0.2491683281,0.0010851995
PosterBed,90ed47303b284a8e8bd3a6724eacfb54,0.1981088314,0.0019649711
SingleBed,8a41ebdd29a18acaec4dab98afafa0db,0.1220763926,0.0027594309
Bowl,5e7af59f34f1295ddc73c1f4d7dbd533,0.2096723976,0.0117169884
Couch,252be483777007c22e7955415f58545,0.0125112184,0.002224546
Couch,b16913335a26e380d1a4117555fc7e56,0.1207060387,0.0003123135
Sword,8e8c8affab9e59b673c7505e54500a03,0.0018797451,0.0034629675
ToyFigure,5908022a1e5b8ec3adf5ea2911b3df77,0.1549527651,0.0020038248
WallLamp,36451bcafbc60df875aa7f24a9b6003a,0.0014652351,0.0053011187
SoapBottle,43762b28fb40088f724d867867ccd9fb,0.0038438389,0.0096190377
CerealBox,defe74c05001775c13d6ba6128d0b598,0.0710571538,0.0683753509
AccentTable,a9e9403866c41222de809b4586322d2a,0.0279841376,0.0053632239
Poster,b4407e5d4d18ed49cbef8b6c710135cb,0.059329678,0.0022582131
RoundTable,f1cd4315958d75f97dc65f24011042f1,0.0114956633,0.0019641535
Laptop,9a4e14333ed69acac2e7d069edab0831,0.2277008141,0.0176584985
AccentChair,20d8d3dc2c4c050cb05e5a74eacb1a2a,0.1399826899,0.0061178417
3Shelves,667bec36787219ba959d688c13bc4d6e,0.0162549234,0.0015840345
Speaker,16d8b1fde755f7f96bc5197cc4c47fe8,0.0076529518,0.0002955045
GameTable,a853efc99861a43f83086865ccde2cf6,0.0235690614,0.001467322
Painting,8044ce302b942f3a1eaca3a40b72810b,0.026516982,0.0020475764
WineBottle,908e85e13c6fbde0a1ca08763d503f0e,0.00358534,0.0006554082
Toilet,3db6ad430b049431be8eef6ddcb91f75,0.1380101894,0.0078933686
Printer,c7a99991ddc26427c22cdcb8852569c6,0.1078454162,1.7262e-06
Curtain,9cf9115751d3303ab2cebc8a17c61a34,0.0065864481,0.0027253957
Cup,29e8781a8f6fdf1f13323fc4d5700bec,0.0031347442,0.0089499393
Couch,daf0e2193c5d1096540b442e651b7ad2,0.0293436752,0.0005630003
Tank,681ab828f572596716b34c3751bc447d,0.278096116,0.0007919007
Camera,25c02ff35176dd9b693204b85bb5df03,0.1107784562,0.0011901623
SingleBed,c13646786781465f5179647725aeb731,0.2742794952,0.004162151
Spoon,c63171cdc8eaedd23a63a352b1ae090d,0.001245586,0.0290803248
Desk,98ad8f5aad0c12ad361c6d610514e3bc,0.013839197,0.001514656
Poster,599f0889caebfcabdae945285d90bbb7,0.0190352722,0.002693882
Cabinet,2f2805663b44ae7c35836c728d324152,0.2076424882,0.0027806039
Gun,d70e0ff904cd998ec1b55d68d8aea7b7,0.037326507,0.0162400781
Desk,c06a4b0f57cac2b020afdc30846c0661,0.0055105943,0.0011481845
TV,bfe37ab1fa3903ceae6f81767227ed6f,0.0501755563,0.0024672068
FloorLamp,d25b80f268f5731449c3792a0dc29860,0.0002352626,0.0015824141
Chair,ad74d6e0cf82d83d6d075d8d4fe1141,0.0120911479,0.0038256649
Refrigerator,406851878e4d1ff4a4ca952caefe2daf,0.682466981,0.0040529818
Dresser,9480aa858fd07d67a2783013ce634f2d,0.0512129211,0.0020486776
Calculator,ba19649ebdf4e92fa6fdf2685cdc27cd,0.0011847507,0.0189174233
Mattress,f30cb7b1b9a4184eb32a756399014da6,0.1800776209,0.0030000004
Toilet,ee9413ad4188449e2805f095cfc77729,0.0039442669,0.0026004222
Table,73235f0f0c53750198d5fc0473d00a1c,0.1893647272,0.00612834
Chair,654e480e02b835eb2c1e649da770b633,0.0037914976,0.000808015
Toilet,62a1b483621ef10049001516968dadaa,0.0484961095,0.0035992794
Mirror,39dd90f6ff8aee0535836c728d324152,0.0146829081,0.0024882973
Scissors,60ab6f3ec6a2241f64dcee9870d0c27,0.0002693754,0.0053055617
Cabinet,ca7684f567c314083d5da2a72f595df5,0.5690454879,0.0043732847
Couch,abfd8f1db83d6fd24f5ae69aba92b12c,0.2877917964,0.0042365926
Sword,56a64874866259a2ad17574a0ead850c,0.0053046197,0.0083676907
Cat,2163e8058aaa96a771879a51f4bce289,0.5595493909,0.0029319775
OfficeChair,8b6f6304674b1280d6cb6d27840b9d7d,0.0982373128,0.010872806
Chair,e68aa225cef9ff1ccec8107cc471a1f0,0.0378757701,0.0005727629
Plate,cc87e29afe238126e20e92c5b8147e4a,0.059789802,0.0015549473
Book,febee4d971f3853fedc9b2819b294237,0.249126588,0.0179011153
Refrigerator,4936e33b44153cd9d931a373c2cb01f,0.0741684208,0.0022371046
SingleBed,4cd2130db6e2dc0be3f7a74e12a274ef,0.0753809272,0.0026336339
Bench,4c26d27e41726d87f359d99f906f117a,0.0278565872,0.0036846497
Desk,ff13eb803e9f453f273c26f5dfc703ce,0.3117798804,0.0055921161
Monitor,4ee8d3a617b574ee30582dab79e5c58d,0.0060672253,0.0042485468
Hammer,a49a6c15dcef467bc84c00e08b1e25d7,0.0442419788,0.0010822479
QueenBed,8f5860b21585bfe86579b7572b7b21ae,0.2068108854,0.0030723469
Refrigerator,346ae461fcec80d390c29d8c96b5b82d,0.0574204318,0.0017319892
Bench,8bd3e4df6908e4876510282e828922a,0.2082255681,0.0003456184
WineBottle,d297d1b0e4f0c244f61150ce90be197a,0.0279015246,0.0225264041
Teapot,ce04f39420c7c3e82fb82d326efadfe3,0.0033065296,0.0050078577
DresserWithMirror,1dc7f7d076afd0ccf11c3739edd52fa3,0.045670834,0.0021168943
SodaCan,bf974687b678c66e93fb5c975e8de2b7,0.5973131838,0.0649869351
AccentTable,f924bc42daea1f48cf48ae153052b71a,0.2247538048,0.0034670587
Picture,10c706f946fa0f3ea3056fa1e8da3997,0.0051842731,0.0222423146
TrashBin,889768abe1e56957769df73d7c60d904,0.6100284734,0.0022975281
Hammer,405f308492a6f40d2c3380317c2cc450,0.0546537956,0.0020709253
Radio,21983e6ee8a6992c9d151674c6eace6c,0.478524943,0.0118610551
TV,3863575f24e6bbe3fe5c8ffd0f5eba47,0.0184058595,0.0030434932
Monitor,cbe8655957cc8ee5a50ed8ba2a53b78,0.4381805288,0.0129915853
Couch,dccb04ee585d9d10cf065d4b58dc3084,0.1988189913,0.0031744401
FoodItem,b55ebc9c0c650321106da5eb54a822e3,2.076103731,0.0041541045
Plate,17079f40cfdc719a3f7d5255ff865380,0.0458274141,0.021287138
Lamp,16a91700de9c32a98c1a083ca347f005,0.0601563309,0.0085147853
Picture,198683c1a50cebd134d6aa31914c287d,0.2671906093,0.0048502717
TrashBin,11d2b7d8c377632bd4d8765e3910f617,0.0182893516,0.0027710375
Desk,5d10c947cde5f37f2e7ed79f4f48ff79,0.3529077025,0.0031891489
DrinkingUtensil,f2a6dba44fcb7ca030612f5c0ef21eb8,0.0063253217,0.0160190404
ChestOfDrawers,e7456a0d975cdfc21f8d8332ee17945a,2.4258062008,0.0135021891
TableLamp,5675aff305d80082e7e684d25d4dcaf0,0.005937247,7.40498e-05
Bench,450fd49e69534ee6d5032aaea433efa4,0.0118801784,0.0025972196
Couch,1e4a7cb88d31716cc9c93fe51d670e21,0.1966790298,0.0032258488
DeskLamp,d5e278feb6007ccb88e7662971dc736f,0.0061176073,1.52528e-05
Pizza,da6b56ef88f6088e3d45b70645f74c5c,0.043895116,0.0002218008
Couch,1d6250cafc410fdfe8058cf23f6382c1,0.155920838,0.0020798895
Gamecube,870de932f2bf1535a054bc5ddc395bb5,0.0792559864,0.0057594805
Teapot,5a471458da447600fea9cf313bd7758b,0.0340980762,0.0007117534
Desk,86d8257cb63cf1cb29c4be4831583165,0.1650835218,0.0050996919
StandingClock,191812cf4abfd6166e71174964d90e49,0.0799116572,0.0038872945
OfficeChair,217dd75324b38d07fec515d9b77eb8c1,0.0034284116,0.0029560311
Pan,a8bd7d74e0513a4c985620cba44cf716,0.0183484627,0.0136384421
TV,2213ac0d768e2f2b44c73a59ff49c982,0.1495002384,0.0172363225
Couch,6b3b1d804255188993680c5a9a367b4a,0.0748620043,0.0007726789
StandingClock,16296c688e1c7fb9aa1091dc2d565d62,0.3163864246,0.0039128982
TableLamp,58e32cefd2f0ca13e938fdd9451c3206,0.0177750101,0.0105521409
PottedPlant,9e56711e13687efb64558a1c6a2a9f11,0.0451194059,0.0070310107
Couch,21addfde981f0e3445c6cb69e0968783,0.0625635556,0.0014063744
Bear,51edeb8280ab94c8a597ad25be21334,0.5231821365,0.0139770561
Printer,dd8927d6710e354479510444cc61f839,0.0330876484,0.0003348745
CeilingLamp,7b5e64fa6d2b5a7ef9883d2fd957d60f,0.0251220406,0.0057135426
CeilingLamp,64d0f2752aea0f40a99e0f0bf1de3bbf,0.0599517786,0.0338037322
Cabinet,1a3390d95465117bd54eac0dba08442d,1.2687039435,0.0034398281
WallArt,be1d7ed15097481469d6e26572bd40e5,0.0864955307,0.0217541514
Desk,4b2119939de4f6e892cc1f9d231c0f76,0.007885056,0.0017995574
StandingClock,5d47a83ce211f6a331387b9bbb0e1fa3,0.9554722904,0.0215523222
DeskLamp,d3194dd3e07881828f58d8b19de93f99,0.0018155853,0.0036943488
Armoire,7752cf724e935382e7e684d25d4dcaf0,0.095387366,0.0010212728
TrashBin,f0f6b79c748c9598ae1c1abea367249,0.1078839181,0.0071507259
Mug,e79d807e1093c6174e716404e6ec3a5f,0.0274109155,0.0288403313
Lamp,b80c478f82c1ae53899736e5d685d0c2,0.0202811033,0.0010822194
Sectional,d8de84e7c0f8cbb19473aab1da686220,0.3260864002,0.0022679375
Piano,7f958d2487a826bcd11510e8e4b5518b,0.3061465309,0.0068862343
Vase,472dc5f703cd91c835836c728d324152,0.0657017394,0.0221824833
